filename,ID,gender,age,x,y,w,h,timestamp
./data/at/Herdinand/001_48.pgm,001,M,20,205,148,230,230,3.1858317852020264
./data/at/Herdinand/001_49.pgm,001,M,20,215,154,222,222,3.219944715499878
./data/at/Herdinand/001_50.pgm,001,M,20,216,156,224,224,3.254319190979004
./data/at/Herdinand/001_51.pgm,001,M,20,219,159,221,221,3.2826902866363525
./data/at/Herdinand/001_52.pgm,001,M,20,223,162,220,220,3.3190152645111084
./data/at/Herdinand/001_53.pgm,001,M,20,218,160,221,221,3.3508687019348145
./data/at/Herdinand/001_54.pgm,001,M,20,221,162,218,218,3.3778600692749023
./data/at/Herdinand/001_55.pgm,001,M,20,220,162,217,217,3.413451910018921
./data/at/Herdinand/001_56.pgm,001,M,20,218,161,220,220,3.444441318511963
./data/at/Herdinand/001_57.pgm,001,M,20,219,161,217,217,3.479909896850586
./data/at/Herdinand/001_58.pgm,001,M,20,213,157,223,223,3.522958993911743
./data/at/Herdinand/001_59.pgm,001,M,20,205,153,228,228,3.556816577911377
./data/at/Herdinand/001_60.pgm,001,M,20,205,154,227,227,3.592966079711914
./data/at/Herdinand/001_61.pgm,001,M,20,201,155,226,226,3.6216177940368652
./data/at/Herdinand/001_62.pgm,001,M,20,202,155,221,221,3.650697708129883
./data/at/Herdinand/001_63.pgm,001,M,20,201,157,219,219,3.683817148208618
./data/at/Herdinand/001_64.pgm,001,M,20,196,156,222,222,3.7162487506866455
./data/at/Herdinand/001_65.pgm,001,M,20,191,155,226,226,3.7500057220458984
./data/at/Herdinand/001_66.pgm,001,M,20,189,153,229,229,3.7864270210266113
./data/at/Herdinand/001_67.pgm,001,M,20,192,156,219,219,3.8160393238067627
./data/at/Herdinand/001_68.pgm,001,M,20,196,160,214,214,3.8649959564208984
./data/at/Herdinand/001_69.pgm,001,M,20,192,159,217,217,3.895618438720703
./data/at/Herdinand/001_70.pgm,001,M,20,186,156,220,220,3.923542022705078
./data/at/Herdinand/001_71.pgm,001,M,20,181,154,223,223,3.956423282623291
./data/at/Herdinand/001_72.pgm,001,M,20,182,153,226,226,3.989447832107544
./data/at/Herdinand/001_73.pgm,001,M,20,182,152,226,226,4.024297714233398
./data/at/Herdinand/001_74.pgm,001,M,20,180,152,227,227,4.05463981628418
./data/at/Herdinand/001_75.pgm,001,M,20,182,154,223,223,4.084727048873901
./data/at/Herdinand/001_76.pgm,001,M,20,183,154,224,224,4.121363162994385
./data/at/Herdinand/001_77.pgm,001,M,20,185,155,223,223,4.154755353927612
./data/at/Herdinand/001_78.pgm,001,M,20,187,153,223,223,4.195100784301758
./data/at/Herdinand/001_79.pgm,001,M,20,193,155,218,218,4.252157926559448
./data/at/Herdinand/001_80.pgm,001,M,20,194,154,222,222,4.271723985671997
./data/at/Herdinand/001_81.pgm,001,M,20,199,156,220,220,4.301755905151367
./data/at/Herdinand/001_82.pgm,001,M,20,201,154,221,221,4.332326173782349
./data/at/Herdinand/001_83.pgm,001,M,20,208,155,215,215,4.366858959197998
./data/at/Herdinand/001_84.pgm,001,M,20,210,154,217,217,4.3951311111450195
./data/at/Herdinand/001_85.pgm,001,M,20,209,151,223,223,4.4218926429748535
./data/at/Herdinand/001_86.pgm,001,M,20,214,154,219,219,4.45408821105957
./data/at/Herdinand/001_87.pgm,001,M,20,212,152,221,221,4.483273983001709
./data/at/Herdinand/001_88.pgm,001,M,20,217,153,217,217,4.53283429145813
./data/at/Herdinand/001_89.pgm,001,M,20,218,155,216,216,4.565200090408325
./data/at/Herdinand/001_90.pgm,001,M,20,219,156,215,215,4.596798658370972
./data/at/Herdinand/001_91.pgm,001,M,20,212,153,221,221,4.630695581436157
./data/at/Herdinand/001_92.pgm,001,M,20,208,152,224,224,4.663445234298706
./data/at/Herdinand/001_93.pgm,001,M,20,208,155,217,217,4.689958572387695
./data/at/Herdinand/001_94.pgm,001,M,20,203,154,223,223,4.725768566131592
./data/at/Herdinand/001_95.pgm,001,M,20,197,155,219,219,4.75554633140564
./data/at/Herdinand/001_96.pgm,001,M,20,190,154,226,226,4.791279077529907
./data/at/Herdinand/001_97.pgm,001,M,20,191,156,225,225,4.820665597915649
./data/at/Herdinand/001_98.pgm,001,M,20,189,159,218,218,4.867435932159424
./data/at/Herdinand/001_99.pgm,001,M,20,186,163,215,215,4.903008699417114
./data/at/Herdinand/001_100.pgm,001,M,20,179,161,220,220,4.931437015533447
./data/at/Herdinand/001_101.pgm,001,M,20,183,166,205,205,4.96192193031311
./data/at/Herdinand/001_102.pgm,001,M,20,182,170,198,198,4.998840808868408
./data/at/Herdinand/001_103.pgm,001,M,20,156,163,230,230,5.062283515930176
./data/at/Herdinand/001_104.pgm,001,M,20,145,158,245,245,5.094980478286743
./data/at/Herdinand/001_105.pgm,001,M,20,143,158,238,238,5.154586315155029
./data/at/Herdinand/001_106.pgm,001,M,20,140,157,245,245,5.205425262451172
./data/at/Herdinand/001_107.pgm,001,M,20,145,163,238,238,5.2390971183776855
./data/at/Herdinand/001_108.pgm,001,M,20,142,162,235,235,5.297992467880249
./data/at/Herdinand/001_109.pgm,001,M,20,141,159,235,235,5.33410120010376
./data/at/Herdinand/001_110.pgm,001,M,20,148,161,238,238,5.396646499633789
./data/at/Herdinand/001_111.pgm,001,M,20,148,164,235,235,5.431270360946655
./data/at/Herdinand/001_112.pgm,001,M,20,148,164,235,235,5.4641478061676025
./data/at/Herdinand/001_113.pgm,001,M,20,146,159,238,238,5.543123483657837
./data/at/Herdinand/001_114.pgm,001,M,20,152,159,233,233,5.570405721664429
./data/at/Herdinand/001_115.pgm,001,M,20,145,158,240,240,5.606648206710815
./data/at/Herdinand/001_116.pgm,001,M,20,157,166,226,226,5.638319253921509
./data/at/Herdinand/001_117.pgm,001,M,20,157,156,230,230,5.667064189910889
./data/at/Herdinand/001_118.pgm,001,M,20,168,165,213,213,5.70160984992981
./data/at/Herdinand/001_119.pgm,001,M,20,169,156,226,226,5.732676267623901
./data/at/Herdinand/001_120.pgm,001,M,20,182,156,210,210,5.76435661315918
./data/at/Herdinand/001_121.pgm,001,M,20,182,156,210,210,5.7901763916015625
./data/at/Herdinand/001_122.pgm,001,M,20,176,148,228,228,5.822321653366089
./data/at/Herdinand/001_123.pgm,001,M,20,190,149,219,219,5.852869272232056
./data/at/Herdinand/001_124.pgm,001,M,20,195,146,222,222,5.908684015274048
./data/at/Herdinand/001_125.pgm,001,M,20,202,147,217,217,5.939770221710205
./data/at/Herdinand/001_126.pgm,001,M,20,205,149,218,218,5.972701549530029
./data/at/Herdinand/001_127.pgm,001,M,20,210,151,216,216,6.0068137645721436
./data/at/Herdinand/001_128.pgm,001,M,20,220,153,212,212,6.0390331745147705
./data/at/Herdinand/001_129.pgm,001,M,20,222,153,215,215,6.071792364120483
./data/at/Herdinand/001_130.pgm,001,M,20,229,158,207,207,6.100548028945923
./data/at/Herdinand/001_131.pgm,001,M,20,229,158,207,207,6.136495590209961
./data/at/Herdinand/001_132.pgm,001,M,20,224,155,218,218,6.165572881698608
./data/at/Herdinand/001_133.pgm,001,M,20,230,155,215,215,6.197930097579956
./data/at/Herdinand/001_134.pgm,001,M,20,231,154,216,216,6.22466516494751
./data/at/Herdinand/001_135.pgm,001,M,20,230,152,219,219,6.259033203125
./data/at/Herdinand/001_136.pgm,001,M,20,241,158,204,204,6.314324140548706
./data/at/Herdinand/001_137.pgm,001,M,20,237,154,210,210,6.338852167129517
./data/at/Herdinand/001_138.pgm,001,M,20,236,151,212,212,6.3746912479400635
./data/at/Herdinand/001_139.pgm,001,M,20,237,152,207,207,6.405738115310669
./data/at/Herdinand/001_140.pgm,001,M,20,237,153,203,203,6.435874700546265
./data/at/Herdinand/001_141.pgm,001,M,20,237,153,203,203,6.453279495239258
./data/at/Herdinand/001_142.pgm,001,M,20,234,153,207,207,6.47257661819458
./data/at/Herdinand/001_143.pgm,001,M,20,226,151,214,214,6.505358695983887
./data/at/Herdinand/001_144.pgm,001,M,20,232,153,205,205,6.548200368881226
./data/at/Herdinand/001_145.pgm,001,M,20,227,155,207,207,6.586173057556152
./data/at/Herdinand/001_146.pgm,001,M,20,215,151,217,217,6.613798141479492
./data/at/Herdinand/001_147.pgm,001,M,20,210,148,222,222,6.6464269161224365
./data/at/Herdinand/001_148.pgm,001,M,20,204,152,222,222,6.712270259857178
./data/at/Herdinand/001_149.pgm,001,M,20,200,150,221,221,6.739881753921509
./data/at/Herdinand/001_150.pgm,001,M,20,197,151,222,222,6.7766947746276855
./data/at/Herdinand/001_151.pgm,001,M,20,197,151,222,222,6.798699140548706
./data/at/Herdinand/001_152.pgm,001,M,20,200,156,215,215,6.83168625831604
./data/at/Herdinand/001_153.pgm,001,M,20,191,152,224,224,6.863432168960571
./data/at/Herdinand/001_154.pgm,001,M,20,190,156,221,221,6.8905322551727295
./data/at/Herdinand/001_155.pgm,001,M,20,178,149,232,232,6.921833276748657
./data/at/Herdinand/001_156.pgm,001,M,20,178,151,227,227,6.955217599868774
./data/at/Herdinand/001_157.pgm,001,M,20,173,150,235,235,6.984182357788086
./data/at/Herdinand/001_158.pgm,001,M,20,173,152,233,233,7.017207622528076
./data/at/Herdinand/001_159.pgm,001,M,20,174,158,225,225,7.050176620483398
./data/at/Herdinand/001_160.pgm,001,M,20,177,156,221,221,7.110457181930542
./data/at/Herdinand/001_161.pgm,001,M,20,177,156,221,221,7.14203953742981
./data/at/Herdinand/001_162.pgm,001,M,20,176,157,224,224,7.171992778778076
./data/at/Herdinand/001_163.pgm,001,M,20,174,155,229,229,7.204608201980591
./data/at/Herdinand/001_164.pgm,001,M,20,176,156,224,224,7.2336671352386475
./data/at/Herdinand/001_165.pgm,001,M,20,180,160,218,218,7.264025926589966
./data/at/Herdinand/001_166.pgm,001,M,20,177,158,222,222,7.298003911972046
./data/at/Herdinand/001_167.pgm,001,M,20,175,154,229,229,7.3192760944366455
./data/at/Herdinand/001_168.pgm,001,M,20,180,157,225,225,7.351108551025391
./data/at/Herdinand/001_169.pgm,001,M,20,182,160,222,222,7.386265993118286
./data/at/Herdinand/001_170.pgm,001,M,20,182,158,221,221,7.416776418685913
./data/at/Herdinand/001_171.pgm,001,M,20,182,158,225,225,7.449076414108276
./data/at/Herdinand/001_172.pgm,001,M,20,184,158,224,224,7.482845783233643
./data/at/Herdinand/001_173.pgm,001,M,20,190,162,218,218,7.513157844543457
./data/at/Herdinand/001_174.pgm,001,M,20,192,163,217,217,7.541462421417236
./data/at/Herdinand/001_175.pgm,001,M,20,198,169,208,208,7.5940141677856445
./data/at/Herdinand/001_176.pgm,001,M,20,191,163,222,222,7.620678424835205
./data/at/Herdinand/001_177.pgm,001,M,20,186,159,230,230,7.655912399291992
./data/at/Herdinand/001_178.pgm,001,M,20,193,166,222,222,7.6903111934661865
./data/at/Herdinand/001_179.pgm,001,M,20,191,165,224,224,7.720349311828613
./data/at/Herdinand/001_180.pgm,001,M,20,191,162,227,227,7.755314588546753
./data/at/Herdinand/001_181.pgm,001,M,20,189,161,228,228,7.783607006072998
./data/at/Herdinand/001_182.pgm,001,M,20,191,163,224,224,7.817239046096802
./data/at/Herdinand/001_183.pgm,001,M,20,193,164,227,227,7.849775075912476
./data/at/Herdinand/001_184.pgm,001,M,20,200,164,221,221,7.886272192001343
./data/at/Herdinand/001_185.pgm,001,M,20,202,161,226,226,7.9300453662872314
./data/at/Herdinand/001_186.pgm,001,M,20,205,159,224,224,7.966128349304199
./data/at/Herdinand/001_187.pgm,001,M,20,209,160,227,227,7.994859218597412
./data/at/Herdinand/001_188.pgm,001,M,20,212,156,234,234,8.02449631690979
./data/at/Herdinand/001_189.pgm,001,M,20,219,156,233,233,8.057024955749512
./data/at/Herdinand/001_190.pgm,001,M,20,220,153,238,238,8.089565753936768
./data/at/Herdinand/001_191.pgm,001,M,20,227,157,230,230,8.12308406829834
./data/at/Herdinand/001_192.pgm,001,M,20,219,148,255,255,8.390820980072021
./data/at/Herdinand/001_193.pgm,001,M,20,232,155,231,231,8.422224998474121
./data/at/Herdinand/001_194.pgm,001,M,20,224,156,237,237,8.457946538925171
./data/at/Herdinand/001_195.pgm,001,M,20,225,153,235,235,8.49410343170166
./data/at/Herdinand/001_196.pgm,001,M,20,219,151,243,243,8.52194881439209
./data/at/Herdinand/001_197.pgm,001,M,20,216,148,248,248,8.551405429840088
./data/at/Herdinand/001_198.pgm,001,M,20,216,148,248,248,8.598864316940308
./data/at/Herdinand/001_199.pgm,001,M,20,217,152,242,242,8.632976531982422
./data/at/Herdinand/001_200.pgm,001,M,20,218,151,242,242,8.66293215751648
./data/at/Herdinand/001_201.pgm,001,M,20,230,154,226,226,8.692231893539429
./data/at/Herdinand/001_202.pgm,001,M,20,221,149,235,235,8.726088047027588
./data/at/Herdinand/001_203.pgm,001,M,20,223,154,228,228,8.754832983016968
./data/at/Herdinand/001_204.pgm,001,M,20,218,152,228,228,8.790143966674805
./data/at/Herdinand/001_205.pgm,001,M,20,224,158,218,218,8.825682401657104
./data/at/Herdinand/001_206.pgm,001,M,20,220,158,222,222,8.85502552986145
./data/at/Herdinand/001_207.pgm,001,M,20,219,160,217,217,8.885148286819458
./data/at/Herdinand/001_208.pgm,001,M,20,213,157,222,222,8.934950828552246
./data/at/Herdinand/001_209.pgm,001,M,20,215,160,211,211,8.965805530548096
./data/at/Herdinand/001_210.pgm,001,M,20,204,157,223,223,9.002634525299072
./data/at/Herdinand/001_211.pgm,001,M,20,203,159,220,220,9.030948162078857
./data/at/Herdinand/001_212.pgm,001,M,20,194,162,219,219,9.062396764755249
./data/at/Herdinand/001_213.pgm,001,M,20,195,164,216,216,9.094108819961548
./data/at/Herdinand/001_214.pgm,001,M,20,195,162,213,213,9.129644393920898
./data/at/Herdinand/001_215.pgm,001,M,20,189,164,211,211,9.158088445663452
./data/at/Herdinand/001_216.pgm,001,M,20,190,166,214,214,9.19400954246521
./data/at/Herdinand/001_217.pgm,001,M,20,180,163,218,218,9.225794315338135
./data/at/Herdinand/001_218.pgm,001,M,20,122,173,202,202,10.34905457496643
./data/at/Herdinand/001_219.pgm,001,M,20,128,162,212,212,10.374171495437622
./data/at/Herdinand/001_220.pgm,001,M,20,130,153,238,238,10.406961441040039
./data/at/Herdinand/001_221.pgm,001,M,20,236,158,200,200,11.412899494171143
./data/at/Herdinand/001_222.pgm,001,M,20,228,159,205,205,11.446051359176636
./data/at/Herdinand/001_223.pgm,001,M,20,220,157,200,200,11.508493900299072
./data/at/Herdinand/001_224.pgm,001,M,20,220,157,200,200,11.534679412841797
./data/at/Herdinand/001_225.pgm,001,M,20,212,158,204,204,11.565109252929688
./data/at/Herdinand/001_226.pgm,001,M,20,203,152,214,214,11.598737001419067
./data/at/Herdinand/001_227.pgm,001,M,20,203,154,210,210,11.626896142959595
./data/at/Herdinand/001_228.pgm,001,M,20,199,153,214,214,11.656535387039185
./data/at/Herdinand/001_229.pgm,001,M,20,199,152,215,215,11.689049005508423
./data/at/Herdinand/001_230.pgm,001,M,20,200,154,214,214,11.721758127212524
./data/at/Herdinand/001_231.pgm,001,M,20,200,155,215,215,11.751234531402588
./data/at/Herdinand/001_232.pgm,001,M,20,201,156,211,211,11.782732963562012
./data/at/Herdinand/001_233.pgm,001,M,20,194,153,220,220,11.820415258407593
./data/at/Herdinand/001_234.pgm,001,M,20,198,156,214,214,11.850382089614868
./data/at/Herdinand/001_235.pgm,001,M,20,200,151,218,218,11.87688660621643
./data/at/Herdinand/001_236.pgm,001,M,20,203,151,213,213,11.910893201828003
./data/at/Herdinand/001_237.pgm,001,M,20,200,145,216,216,11.95723009109497
./data/at/Herdinand/001_238.pgm,001,M,20,196,144,222,222,11.99382734298706
./data/at/Herdinand/001_239.pgm,001,M,20,200,144,216,216,12.036038637161255
./data/at/Herdinand/001_240.pgm,001,M,20,198,144,217,217,12.06314992904663
./data/at/Herdinand/001_241.pgm,001,M,20,196,140,220,220,12.094552516937256
./data/at/Herdinand/001_242.pgm,001,M,20,196,142,217,217,12.125041007995605
./data/at/Herdinand/001_243.pgm,001,M,20,195,141,218,218,12.151073932647705
./data/at/Herdinand/001_244.pgm,001,M,20,198,142,213,213,12.187269449234009
./data/at/Herdinand/001_245.pgm,001,M,20,200,141,212,212,12.21675705909729
./data/at/Herdinand/001_246.pgm,001,M,20,196,137,217,217,12.248457908630371
./data/at/Herdinand/001_247.pgm,001,M,20,192,135,220,220,12.294782161712646
./data/at/Herdinand/001_248.pgm,001,M,20,192,133,222,222,12.331791162490845
./data/at/Herdinand/001_249.pgm,001,M,20,193,136,215,215,12.357898235321045
./data/at/Herdinand/001_250.pgm,001,M,20,190,137,220,220,12.392636775970459
./data/at/Herdinand/001_251.pgm,001,M,20,192,137,218,218,12.425069332122803
./data/at/Herdinand/001_252.pgm,001,M,20,189,138,220,220,12.461222171783447
./data/at/Herdinand/001_253.pgm,001,M,20,184,137,226,226,12.491961240768433
./data/at/Herdinand/001_254.pgm,001,M,20,191,141,215,215,12.522627353668213
./data/at/Herdinand/001_255.pgm,001,M,20,191,141,216,216,12.551770448684692
./data/at/Herdinand/001_256.pgm,001,M,20,195,144,213,213,12.582578659057617
./data/at/Herdinand/001_257.pgm,001,M,20,192,142,216,216,12.633188962936401
./data/at/Herdinand/001_258.pgm,001,M,20,186,141,223,223,12.666203260421753
./data/at/Herdinand/001_259.pgm,001,M,20,188,146,216,216,12.695279598236084
./data/at/Herdinand/001_260.pgm,001,M,20,187,149,218,218,12.73168659210205
./data/at/Herdinand/001_261.pgm,001,M,20,186,148,221,221,12.758486986160278
./data/at/Herdinand/001_262.pgm,001,M,20,186,150,216,216,12.789589405059814
./data/at/Herdinand/001_263.pgm,001,M,20,180,147,226,226,12.82508134841919
./data/at/Herdinand/001_264.pgm,001,M,20,183,151,220,220,12.855571985244751
./data/at/Herdinand/001_265.pgm,001,M,20,184,153,214,214,12.891716957092285
./data/at/Herdinand/001_266.pgm,001,M,20,180,152,215,215,12.925170183181763
./data/at/Herdinand/001_267.pgm,001,M,20,177,148,224,224,12.967629432678223
./data/at/Herdinand/001_268.pgm,001,M,20,175,148,222,222,13.00239610671997
./data/at/Herdinand/001_269.pgm,001,M,20,173,147,225,225,13.031733989715576
./data/at/Herdinand/001_270.pgm,001,M,20,175,149,222,222,13.06420111656189
./data/at/Herdinand/001_271.pgm,001,M,20,171,151,221,221,13.096158027648926
./data/at/Herdinand/001_272.pgm,001,M,20,173,155,215,215,13.125173568725586
./data/at/Herdinand/001_273.pgm,001,M,20,165,151,222,222,13.157457113265991
./data/at/Herdinand/001_274.pgm,001,M,20,164,153,221,221,13.191819667816162
./data/at/Herdinand/001_275.pgm,001,M,20,162,151,224,224,13.221989154815674
./data/at/Herdinand/001_276.pgm,001,M,20,160,153,222,222,13.255502939224243
./data/at/Herdinand/001_277.pgm,001,M,20,160,155,218,218,13.30446171760559
./data/at/Herdinand/001_278.pgm,001,M,20,162,158,215,215,13.336086511611938
./data/at/Herdinand/001_279.pgm,001,M,20,162,157,215,215,13.36916470527649
./data/at/Herdinand/001_280.pgm,001,M,20,162,157,215,215,13.400527715682983
./data/at/Herdinand/001_281.pgm,001,M,20,158,155,218,218,13.433844804763794
./data/at/Herdinand/001_282.pgm,001,M,20,160,160,209,209,13.465893507003784
./data/at/Herdinand/001_283.pgm,001,M,20,158,158,214,214,13.499768018722534
./data/at/Herdinand/001_284.pgm,001,M,20,154,155,219,219,13.53340482711792
./data/at/Herdinand/001_285.pgm,001,M,20,155,154,222,222,13.559865236282349
./data/at/Herdinand/001_286.pgm,001,M,20,152,154,226,226,13.589713335037231
./data/at/Herdinand/001_287.pgm,001,M,20,155,158,218,218,13.624286413192749
./data/at/Herdinand/001_288.pgm,001,M,20,153,155,224,224,13.67340612411499
./data/at/Herdinand/001_289.pgm,001,M,20,152,158,220,220,13.703913688659668
./data/at/Herdinand/001_290.pgm,001,M,20,154,159,216,216,13.733107328414917
./data/at/Herdinand/001_291.pgm,001,M,20,147,154,226,226,13.769839525222778
./data/at/Herdinand/001_292.pgm,001,M,20,154,157,216,216,13.799140214920044
./data/at/Herdinand/001_293.pgm,001,M,20,149,154,225,225,13.830227375030518
./data/at/Herdinand/001_294.pgm,001,M,20,151,156,218,218,13.867059707641602
./data/at/Herdinand/001_295.pgm,001,M,20,152,159,213,213,13.899809122085571
./data/at/Herdinand/001_296.pgm,001,M,20,150,155,220,220,13.934034585952759
./data/at/Herdinand/001_297.pgm,001,M,20,151,156,220,220,13.96600866317749
./data/at/Herdinand/001_298.pgm,001,M,20,149,153,223,223,14.005714178085327
./data/at/Herdinand/001_299.pgm,001,M,20,150,155,221,221,14.039794206619263
./data/at/Herdinand/001_300.pgm,001,M,20,149,157,217,217,14.076372146606445
./data/at/Herdinand/001_301.pgm,001,M,20,152,157,217,217,14.103048324584961
./data/at/Herdinand/001_302.pgm,001,M,20,152,158,215,215,14.135044574737549
./data/at/Herdinand/001_303.pgm,001,M,20,154,158,217,217,14.170013189315796
./data/at/Herdinand/001_304.pgm,001,M,20,155,158,216,216,14.204551935195923
./data/at/Herdinand/001_305.pgm,001,M,20,155,158,216,216,14.225149869918823
./data/at/Herdinand/001_306.pgm,001,M,20,158,158,215,215,14.257202863693237
./data/at/Herdinand/001_307.pgm,001,M,20,156,154,220,220,14.297593832015991
./data/at/Herdinand/001_308.pgm,001,M,20,157,152,221,221,14.341562509536743
./data/at/Herdinand/001_309.pgm,001,M,20,158,154,220,220,14.376173734664917
./data/at/Herdinand/001_310.pgm,001,M,20,163,155,218,218,14.410436630249023
./data/at/Herdinand/001_311.pgm,001,M,20,165,154,218,218,14.44043779373169
./data/at/Herdinand/001_312.pgm,001,M,20,164,155,218,218,14.471762895584106
./data/at/Herdinand/001_313.pgm,001,M,20,168,154,220,220,14.502227306365967
./data/at/Herdinand/001_314.pgm,001,M,20,169,155,219,219,14.537533283233643
./data/at/Herdinand/001_315.pgm,001,M,20,169,155,219,219,14.565934181213379
./data/at/Herdinand/001_316.pgm,001,M,20,179,162,206,206,14.594318151473999
./data/at/Herdinand/001_317.pgm,001,M,20,180,157,211,211,14.626174211502075
./data/at/Herdinand/001_318.pgm,001,M,20,184,158,211,211,14.65646767616272
./data/at/Herdinand/001_319.pgm,001,M,20,185,160,218,218,14.715668678283691
./data/at/Herdinand/001_320.pgm,001,M,20,192,160,215,215,14.742878913879395
./data/at/Herdinand/001_321.pgm,001,M,20,195,162,206,206,14.772825956344604
./data/at/Herdinand/001_322.pgm,001,M,20,194,160,209,209,14.808838844299316
./data/at/Herdinand/001_323.pgm,001,M,20,197,161,209,209,14.846467018127441
./data/at/Herdinand/001_324.pgm,001,M,20,199,164,202,202,14.875744104385376
./data/at/Herdinand/001_325.pgm,001,M,20,199,164,202,202,14.908358573913574
./data/at/Herdinand/001_326.pgm,001,M,20,197,164,206,206,14.939485549926758
./data/at/Herdinand/001_327.pgm,001,M,20,198,162,211,211,14.970409631729126
./data/at/Herdinand/001_328.pgm,001,M,20,203,163,201,201,15.004315853118896
./data/at/Herdinand/001_329.pgm,001,M,20,205,163,202,202,15.033506631851196
./data/at/Herdinand/001_330.pgm,001,M,20,206,163,199,199,15.063655614852905
./data/at/Herdinand/001_331.pgm,001,M,20,206,165,199,199,15.111924648284912
./data/at/Herdinand/001_332.pgm,001,M,20,202,164,202,202,15.144307136535645
./data/at/Herdinand/001_333.pgm,001,M,20,202,162,205,205,15.174801349639893
./data/at/Herdinand/001_334.pgm,001,M,20,206,162,205,205,15.205711841583252
./data/at/Herdinand/001_335.pgm,001,M,20,206,162,205,205,15.233650922775269
./data/at/Herdinand/001_336.pgm,001,M,20,205,163,207,207,15.265110731124878
./data/at/Herdinand/001_337.pgm,001,M,20,213,166,199,199,15.298162937164307
./data/at/Herdinand/001_338.pgm,001,M,20,219,169,192,192,15.326002836227417
